Model,Accent,Sample Index,Reference,Base Hypothesis,Prompted Hypothesis,Base WER (%),Prompted WER (%),Base SER (%),Prompted SER (%),SER Reduction (Δ%),Base DER (%),Prompted DER (%),Base IER (%),Prompted IER (%)
Whisper tiny,British,55,I CAN'T BELIEVE THAT MUSICAL IS STILL RUNNING WICKED,I can't believe that musical is still running wicked.,I can't believe that musical is still running wicked.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whisper tiny,British,56,I LIKE I REMEMBER BEING A KID WALKING AROUND LONDON AND YOU SEE THE ADS FOR THAT THERE'S THAT AND THE LION KING WHO IS LIKE HOW CAN THERE STILL BE DEMAND HOW HAS EVERYONE NOT WATCHED THEM ALREADY,"I remember being a kid working here on London when you see the ads for that. Is that an alignment kid? Who is like, how can there still be demand? How is everyone not watch them already?",The,33.33,97.44,23.08,0.0,100.0,7.69,97.44,2.56,0.0
Whisper tiny,British,57,YEAH I GUESS SO THEY'RE LIKE <OVERLAP>,"Yeah, I guess so.",The,42.86,100.0,0.0,14.29,0.0,42.86,85.71,0.0,0.0
Whisper tiny,British,58,I WENT TO SEE I WENT TO SEE UH A PERFORMANCE OF MAMA MIA IN GREECE AND IT WAS JUST LIKE THE GAYEST THING I'VE EVER SEEN THEY WENT SUPER CAMP WITH IT IT WAS HILARIOUS BECAUSE YOU HAD THIS LIKE,"I went to see a performance of Mamma Mia in Greece, and it was just like the gayest thing I've ever seen. They went super camp with it with hilarious because you had this like",The,19.51,97.56,4.88,0.0,100.0,14.63,97.56,0.0,0.0
Whisper tiny,British,59,TINY BLONDE GREEK GIRL AND THERE WERE LIKE FORTY DUDES BECAUSE YOU KNOW HOW LIKE EACH OF THE THREE DUDES THAT THINKS IT'S HER DAD IT'S LIKE SLIGHTLY DIFFERENT,tiny blonde Greek girl and they were like 40 dudes because you know how like each of the three dudes that thinks it's her dad it's like slightly different,The,6.9,96.55,6.9,0.0,100.0,0.0,96.55,0.0,0.0
Whisper tiny,British,60,I MIGHT BE COMPLETELY MISREMEMBERING MAMA MIA BUT THAT'S WHAT HAPPENED IN THE PLAY ANYWAY,"I might be giving this member over here, but that's what I think played anyway.",The,60.0,93.33,46.67,0.0,100.0,6.67,93.33,6.67,0.0
Whisper tiny,British,61,IT WAS SUPER FUNNY BECAUSE IT WAS JUST LIKE IN THIS PLAY IT WAS BASICALLY THREE GAY DUDES ALL DRESSED IN LIKE SEQUINS WITH ONE WAS LIKE FULLY PURPLE ONE WAS FULLY,It was super funny because it was just a good play. It was basically three gay dudes all dressed in like sequins with one of those like fully purple. One was fully,It's a,15.62,100.0,9.38,6.25,33.33,3.12,93.75,3.12,0.0
Whisper tiny,British,62,AND THEY WOULD JUST DO ALL THESE DANCES ON STAGE IT WAS HILARIOUS,Do all these dogs as a stage in which there is.,The English translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,84.62,3300.0,38.46,100.0,-160.0,30.77,0.0,15.38,3200.0
Whisper tiny,British,63,YEAH WELL BECAUSE A LOT OF IT WAS JUST THEY WERE JUST SINGING THE SONGS,Because a lot of them are just they were just singing the songs.,The English translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,26.67,2853.33,13.33,93.33,-600.0,13.33,0.0,0.0,2760.0
Whisper tiny,British,64,I THINK I THINK MOST OF THEM THEY ADAPTED TO GREEK BUT LIKE THE FAMOUS ONES THEY KEPT IN ENGLISH LIKE MAMA MIA THEY SANG IN ENGLISH AND UM WHAT'S THE ONE THEY SING WHEN THEY'RE IN THE OCEAN LIKE DON'T GO LIKE THAT LAY ALL YOUR LAY ALL YOUR LOVE ON ME I THINK THAT ONE THEY KEPT IN ENGLISH,"I think most of them they'd have to degree, but like the famous ones they kept in English. Not only are they saying in English and what's the one they're seeing when they're in the ocean? Like, don't go. Like that. Lay on your left, lay on your left, and they're saying that one they can only wish.",I think most of them are the English,37.7,88.52,29.51,1.64,94.44,6.56,86.89,1.64,0.0
Whisper tiny,British,65,FINDING NEMO THAT'S A WEIRD THAT'S A MOVIE I HAVEN'T WATCHED SINCE I WAS LIKE A LITTLE KID AND ALL I REMEMBER,finding me right. That's a weird movie. That's a movie I haven't watched since I was a little kid and all that right.,The,27.27,100.0,13.64,4.55,66.67,4.55,95.45,9.09,0.0
Whisper tiny,British,66,NO I'VE NEVER ACTUALLY SEEN THE SWEDISH VERSION OF FINDING NEMO,"No, I've never actually seen the Swedish version of finding it.",The English translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,9.09,3900.0,9.09,100.0,-1000.0,0.0,0.0,0.0,3800.0
Whisper tiny,British,67,IS THAT HOW YOU SAY THE END IN SWEDISH,It's not just how you say the end and sweetish.,It's a Korean accent.,55.56,100.0,44.44,44.44,0.0,0.0,55.56,11.11,0.0
Whisper tiny,British,68,AND WITH THAT THAT'S BEEN FIFTEEN MINUTES I THINK WE CAN CALL IT A DAY EXCELLENT CONVERSATION,"And with that, that's been 50 minutes I think we can call it a...",The,23.53,100.0,5.88,5.88,0.0,17.65,94.12,0.0,0.0
Whisper tiny,British,69,YEAH YEAH THAT WAS GOOD FUN ALL RIGHT COME BACK ROUND I'LL FINISH THE RECORDING NOW TOODLES,"Yeah, that was good fun. All right, come back around. Oh, finish the recording now.",The,23.53,94.12,11.76,0.0,100.0,11.76,94.12,0.0,0.0
Whisper tiny,British,70,OH MY GOODNESS WELL IT'S KIND OF DIFFICULT TO ANSWER BECAUSE UH WHAT WITH MY BROTHER'S DIET RESTRICTIONS THERE WAS A SIX MONTH PERIOD WHERE I HAD SPAGHETTI EVERY DAY FOR DINNER AND NOT BY CHOICE UM,"Oh my goodness. Well, it's kind of difficult to answer because what is my brother's dietary restrictions? Does the SIG front pair air well has to get to every day for dinner and not by choice?",It's kind of difficult to answer because what is my brother's,40.54,72.97,32.43,2.7,91.67,5.41,70.27,2.7,0.0
Whisper tiny,British,71,VERY TRAUMATIC DESPITE THIS ONE OF MY FAVORITE FOODS WAS STILL SPAGHETTI WITH TOMATO SAUCE AND CHEESE,"very traumatic, despite this one of my favorite foods was still spaghetti with tomatoes or some cheese.",The English translation is a,17.65,100.0,17.65,29.41,-66.67,0.0,70.59,0.0,0.0
Whisper tiny,British,72,WHICH SPEAKS TO THE PREVAILING NATURE OF PASTA UM APART FROM THAT IT'S KIND OF HARD TO REMEMBER I REALLY LIKED HUMMUS WHICH I FEEL LIKE IS QUITE SOPHISTICATED,"from vagaling nature and pasta. Apart from that, it's kind of hard to remember. I really liked Hummus, which I feel like is quite sophisticated.",It's a French,24.14,96.55,10.34,6.9,33.33,13.79,89.66,0.0,0.0
Whisper tiny,British,73,JUST LIKE ON ITS OWN AND STUFF ON BREAD AND THINGS THAT WAS VERY VERY NICE AND I LIKED UM I LIKED COLIN THE CATERPILLAR CAKE AS WELL BECAUSE IT HAD VERY,"That's why it's own stuff or bread and thing. That was very, very nice. And I liked, I like calling the Casper the cake as well.",I like calling the,46.88,93.75,21.88,6.25,71.43,21.88,87.5,3.12,0.0
Whisper tiny,British,74,IT HAD BITS THAT WERE LIKE A PURE PURE CHOCOLATE LIKE A CHOCOLATE BAR INSTEAD OF LIKE A CAKEY MIX,"They had bits that were like a pure chocolate, like a chocolate bar, and sort of like a cakey mix.",The English translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,20.0,2130.0,10.0,85.0,-750.0,5.0,0.0,5.0,2045.0
Whisper tiny,British,75,YEAH THE OTHER THE ONLY OTHER THING WAS FAIRY BREAD HAVE YOU HEARD OF IT,"Yeah, the only other thing was fairy bread. Have you had of it?",The English translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,20.0,2860.0,6.67,100.0,-1400.0,13.33,0.0,0.0,2760.0
Whisper tiny,British,76,OKAY SO IT'S SORT OF IT'S SORT OF OKAY DO NOT JUDGE ME IT IS AN AUSTRALIAN THING AND IT IS MADE FROM WHITE BREAD WITH A LAYER OF LIKE MARGARINE OR BUTTER AND THEN SPRINKLES ON TOP AND,"Okay, so it's just okay, do not judge me. It is an Australian thing and it's made from white bread with a layer of like margarine or butter and then sprinkles on top and",It's a French accent.,17.95,94.87,5.13,5.13,0.0,12.82,89.74,0.0,0.0
Whisper tiny,British,77,IT TASTES REALLY REALLY GOOD AND NORMALLY WHEN I TELL PEOPLE THAT THEY SAY IT'S DISGUSTING BUT I LOVED IT AS A KID,"It takes really, really good and normally when I tell people that they say disgusting, but I love this kid.",It is a very good,26.09,91.3,13.04,13.04,0.0,13.04,78.26,0.0,0.0
Whisper tiny,British,78,YOU CAN UNDERSTAND IT AND YOU NEED THE BUTTER TO STICK THE SPRINKLES LIKE THAT'S HOW IT WORKS,"You can understand it and you need the button to take the spring calls, let us have works.",You can understand it and you need the Buster to take the language to speak.,38.89,44.44,38.89,27.78,28.57,0.0,16.67,0.0,0.0
Whisper tiny,British,79,SURPRISING CONSIDERING HOW YOU'RE LIKE NOW <LAUGH>,I'm surprising considering how you're like now.,I'm not a French accent,28.57,100.0,0.0,71.43,0.0,14.29,28.57,14.29,0.0
Whisper tiny,British,80,DID YOU DID YOU EAT ANY LIKE WEIRD FOODS AS A KID,Do you do any like weird foods as a kid?,The French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,33.33,3566.67,16.67,91.67,-450.0,16.67,0.0,0.0,3475.0
Whisper tiny,British,81,THAT YOU WOULDN'T EAT NOW THAT IS OR MAYBE YOU WOULD EAT IT NOW I DON'T KNOW,that you would need now guys. All the years you get now today.,The English translation is a,70.59,94.12,47.06,23.53,50.0,23.53,70.59,0.0,0.0
Whisper tiny,British,82,LIKE A DID YOU LIKE PICKLE IT OR IS IT PRESERVED,"Like, did you like take a look or is it preserved?",The French accent is a French accent is a French accent is a French accent.,36.36,118.18,18.18,81.82,-350.0,9.09,0.0,9.09,36.36
Whisper tiny,British,83,I MEAN GROWING UP WITH TWO BROTHERS I JUST LEARNED THAT YOU SHOULD EAT EVERYTHING PRESENTED TO YOU AND YOU SHOULD EAT WHATEVER THE OTHERS DON'T EAT AS WELL BECAUSE IF THAT WAS THE THING IF MY BROTHER'S DIDN'T FINISH A PLATE MY DAD AND I WOULD FINISH IT SO THERE WAS NO FOOD WASTE AND IF I PUT I THINK I'VE TOLD YOU IF IF ANYTHING GOES IN THE FRIDGE I JUST EXPECT IT TO BE GONE NEXT TIME,"I mean, growing up with two brothers, I just learned that you should eat everything presented to you and you should eat whatever the other story needs as well. Because if that was the thing, if my brothers would have been, if you played my dad and my work finished it, so there was no food waste and if I put, I think I've told you if anything goes in the fridge, I just expect it to be gone next time.","I mean, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent, growing up with a British accent",16.25,452.5,12.5,92.5,-640.0,1.25,0.0,2.5,360.0
Whisper tiny,British,84,WE HAD LIKE ENOUGH FOOD IN THE HOUSE IT'S JUST THAT EVERYBODY WAS GRABBING AT IT SO I'VE ALWAYS DEVELOPED THE THE THING OF OLDER THE THAT IF YOU AS I'M OLDER THAT LIKE IF YOU HAVE EXTRA RICE IN THE PAN IT IS A CHALLENGE TO FINISH THE RICE <LAUGH> YOU'VE COMMITTED TO THE RICE YOU HAVE TO FINISH THE RICE SO I GUESS I SEE MEALS AS A BIT OF A CHALLENGE UM BUT ALSO JUST FOOD'S FANTASTIC I LOVE IT THERE ARE VERY FEW FOODS I I DIDN'T LIKE AS A KID AND THERE ARE VERY FEW FOODS I DON'T LIKE NOW LIKE AL ALMOST EVERYTHING I EAT NOW I ALSO ATE AS A KID I THINK THE EXCEPTIONS WILL BE COFFEE ALTHOUGH I DIDN'T REALLY HAVE THAT MUCH AS A KID BUT LIKE MORE OF A COFFEE FLAVOR,"We're here like enough food in the house. It's just that everybody was grabbing at it. So I've always developed the thing of older that if you have older that like if you have X-ray right in the pan, it is a challenge to finish the rice. You've committed to the rice. You have to finish the rice. So I guess I see meals a bit of a challenge. But also just food's fantastic. I love it. There are very few foods. I didn't like as a kid and there are very few foods that don't like now. Like almost everything I eat now, I also like to kid.",I think it's a French,28.87,97.89,5.63,1.41,75.0,23.24,96.48,0.0,0.0
Whisper tiny,British,85,AND I THINK LIKE BROWN BROWN SEEDY BREAD I DIDN'T I DIDN'T LIKE SEEDY BREAD AS A KID AT ALL I HATED THE TASTE OF SUNFLOWER SEEDS BECAUSE I ATE THEM TOO MUCH WE HAD SUNFLOWERS WE TOOK THE SEEDS AND THEN I JUST LIKE I JUST OVERDID IT UM BUT APART FROM THAT MOSTLY THE SAME THING I I DID EAT AS A KID I ATE A LOT OF KETCHUP ON TOAST WHEN I WAS AT A BABY SITTERS,"I think like brown brown CD brand. I didn't like CD brands. I killed a taller head of the taste of some flower seeds because I ate them too much. We had some flowers. We took the seed and then I just like I just over did it. But apart from that, most of the same thing. I did eat as a lot of ketchup on toast when I was at a baby's hitters.","I think like Brown, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown, Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown Cd, Brown C",38.75,225.0,21.25,92.5,-335.29,12.5,1.25,5.0,131.25
Whisper tiny,British,86,AND I PROBABLY WOULDN'T EAT THAT NOW I'M NOT GONNA LIE TO YOU THINLY SPREAD SO IT WASN'T TOO UNHEALTHY BUT I I WOULDN'T I THINK I THINK I'D GIVE THAT ONE PASS BUT APART FROM THAT I DON'T THINK I'VE REALLY CHANGED I EAT MORE VEGETABLES NOW THAT'S THE ONLY THING BECAUSE I MY PARENTS BLESS THEM THEY THEY WERE VERY GOOD COOKS IN ANY WAYS BUT THEY WERE NOT GOOD AT JUST PREPARING PLAIN VEGETABLES,"Probably wouldn't need that now. I hope we'll like you thinly spread. It wasn't to unhealthy, but I think I'd give that one a pass. But apart from that, I don't think I've really changed. I eat well vegetables now. That's only thing. My parents' blessing that they were very good cooks in many ways, but they were not could they're just preparing plain restaurants.",I think it's a French,35.06,97.4,16.88,3.9,76.92,16.88,93.51,1.3,0.0
Whisper tiny,British,87,BECAUSE THEY WOULD DO THAT THE THING THE BRITISH THING OF BOILING THEM AND NOW I'M A BIT OLDER I KNOW TO STEAM THEM AND THEN LIKE VERY LIGHTLY SEASON THEM AND THEY TASTE MUCH BETTER,"because they would do the thing that the butter, the British thing are boiling them. And now a bit older, I know to steam them and then like very lightly season them and they taste much better.",The English translation is a,13.89,94.44,5.56,8.33,-50.0,2.78,86.11,5.56,0.0
Whisper tiny,British,88,YEAH <LAUGH> YOU LIVE AND YOU LEARN DON'T YOU,"Yeah. You live in your land, do you?",You live in the English translation.,55.56,77.78,44.44,44.44,0.0,11.11,33.33,0.0,0.0
Whisper tiny,British,89,I'VE HEARD HAT AS WELL THAT THEIR THEIR TASTE SYSTEMS ARE HEIGHTENED,I've heard that as well that the T-systems are heightened.,The,41.67,100.0,25.0,8.33,66.67,16.67,91.67,0.0,0.0
Whisper tiny,British,90,SO WHEN THEY PREFER BLAND FOOD THEY LITERALLY ARE ARE TASTING IN A DIFFERENT WAY TO YOU THAT THEY'RE NOT JUST UNINVENTIVE IT JUST IS STRONG FOR THEM,"So when they prefer bland food, they literally are totally in a different way to you, they're not just uninventive, it just is strong with them.",The English translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a French translation is a,14.29,1525.0,7.14,92.86,-1200.0,7.14,0.0,0.0,1432.14
Whisper tiny,British,91,I FEEL LIKE YOU YOU KNOW I I FEEL LIKE AS STUDENTS GO WE BOTH BETTER COOK FOR A LOT OF STUDENTS PARTICULARLY UH LIKE WHEN WE'RE IN THE FIRST THE LIKE FIRST SECOND THIRD YEARS I THINK WHEN YOU GET INTO THE LATER YEARS OF THE DEGREE PEOPLE GENERALLY HAVE LEARNED HOW TO COOK BY THEN,"I feel like, you know, I feel like as students go, we're both better cook for a lot of students, particularly like when we end the fact the like first second 30 years, I think when you get into the later years of a degree, people generally have learned how to cook by then.","I feel like if you know, I feel like if you know, I feel like, as students go, we both better cook for a lot of students, particularly when we end the fact that the like first second",15.79,61.4,10.53,7.02,33.33,5.26,43.86,0.0,10.53
Whisper tiny,British,92,BUT I I I STILL FEEL IT'S FRUSTRATING WHEN YOU KNOW THE IDEA OF STUDENT COOKING A LOT OF IT IS BECAUSE I JUST DON'T HAVE TIME TO PREPARE BIG MEALS 'CAUSE IT'S JUST ME I'M KIND OF OKAY TO COOK FOR JUST ME BUT IF I'M YOU KNOW AND I DON'T MIND IF IT'S IF IT'S LIKE SIMPLE FOOD OR REPETITIVE FOOD BUT IF I'M COOKING FOR SOMEBODY ELSE OR MY FAMILY I'M THEN A MUCH BETTER COOK THAN I NORMALLY AM SO IT'S NOT THAT I CAN'T COOK IT'S JUST THAT YOU KNOW YOU DON'T WANNA PUT IN ALL THAT EFFORT WHEN IT IS JUST FOR YOU YOURSELF,"But I feel finished with dressing when, you know, the idea of student cooking a lot of it's because I just don't have time to prepare big meals with it's just me. I'm kind of okay to cook for just me. But if I'm, you know, I don't mind if it's like simple food or a pasta to food, but if I'm cooking for somebody else or my family, I'm then a much better cook than I normally at. So it's all like, I'm cooking. It's just that, you know, you don't only cook in all that effort when it's just for you yourself.","I'm not a French accent, but I'm not a French accent, but I'm not a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent, but I'm a French accent,",22.73,270.91,13.64,91.82,-573.33,7.27,0.0,1.82,179.09
Whisper tiny,British,93,YOU KNOW THAT YOU'RE A GOOD YOU DON'T HAVE TO PROVE IT TO YOURSELF,You know that you're gonna have to prove yourself.,You know that you're going to be a French,42.86,64.29,7.14,28.57,-300.0,35.71,35.71,0.0,0.0
